"ID"	"Sex"	"MetaPref"	"Musicianship"	"Ollen_Score"	"valence"	"chord"	"register"	"inversion"	"tension"	"energy"	"consonance"	"preference"
"S8"	"female"	"IntenseAndRebellious"	"Musician"	921	3	"Minor"	"High"	"Fifth"	2	2	6	6
"S9"	"female"	"ReflectiveAndComplex"	"Non-musician"	154	5	"Minor"	"High"	"Fifth"	5	4	7	4
"S10"	"female"	"ReflectiveAndComplex"	"Musician"	775	2	"Minor"	"High"	"Fifth"	6	7	7	6
"S11"	"female"	"EnergeticAndRhythmic"	"Non-musician"	279	3	"Minor"	"High"	"Fifth"	4	4	6	5
"S12"	"male"	"UpbeatAndConventional"	"Musician"	656	3	"Minor"	"High"	"Fifth"	6	3	5	4
"S13"	"male"	"ReflectiveAndComplex"	"Non-musician"	250	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S14"	"male"	"ReflectiveAndComplex"	"Musician"	897	6	"Minor"	"High"	"Fifth"	5	5	7	5
"S15"	"female"	"ReflectiveAndComplex"	"Musician"	996	3	"Minor"	"High"	"Fifth"	3	2	6	3
"S16"	"male"	"IntenseAndRebellious"	"Non-musician"	292	2	"Minor"	"High"	"Fifth"	6	5	3	5
"S17"	"male"	"ReflectiveAndComplex"	"Non-musician"	381	2	"Minor"	"High"	"Fifth"	6	4	3	4
"S18"	"male"	"UpbeatAndConventional"	"Musician"	769	3	"Minor"	"High"	"Fifth"	4	5	3	5
"S19"	"male"	"EnergeticAndRhythmic"	"Musician"	978	4	"Minor"	"High"	"Fifth"	4	4	4	4
"S20"	"female"	"UpbeatAndConventional"	"Non-musician"	88	3	"Minor"	"High"	"Fifth"	7	7	3	1
"S21"	"male"	"ReflectiveAndComplex"	"Musician"	981	3	"Minor"	"High"	"Fifth"	1	1	7	7
"S22"	"female"	"ReflectiveAndComplex"	"Musician"	908	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S23"	"female"	"UpbeatAndConventional"	"Non-musician"	98	3	"Minor"	"High"	"Fifth"	6	4	3	2
"S24"	"female"	"UpbeatAndConventional"	"Non-musician"	164	2	"Minor"	"High"	"Fifth"	4	2	5	5
"S25"	"female"	"UpbeatAndConventional"	"Non-musician"	420	3	"Minor"	"High"	"Fifth"	5	3	4	5
"S26"	"female"	"ReflectiveAndComplex"	"Non-musician"	72	5	"Minor"	"High"	"Fifth"	2	5	6	6
"S27"	"male"	"ReflectiveAndComplex"	"Musician"	737	3	"Minor"	"High"	"Fifth"	2	1	5	4
"S28"	"male"	"ReflectiveAndComplex"	"Non-musician"	74	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S29"	"female"	"UpbeatAndConventional"	"Non-musician"	295	3	"Minor"	"High"	"Fifth"	4	3	6	5
"S30"	"female"	"UpbeatAndConventional"	"Musician"	712	5	"Minor"	"High"	"Fifth"	3	6	5	3
"S31"	"female"	"ReflectiveAndComplex"	"Non-musician"	116	1	"Minor"	"High"	"Fifth"	6	4	4	5
"S32"	"female"	"ReflectiveAndComplex"	"Musician"	688	1	"Minor"	"High"	"Fifth"	5	1	7	5
"S33"	"female"	"ReflectiveAndComplex"	"Non-musician"	55	1	"Minor"	"High"	"Fifth"	7	6	7	3
"S34"	"female"	"ReflectiveAndComplex"	"Musician"	953	5	"Minor"	"High"	"Fifth"	6	4	4	3
"S35"	"female"	"IntenseAndRebellious"	"Non-musician"	66	3	"Minor"	"High"	"Fifth"	6	4	5	3
"S36"	"female"	"ReflectiveAndComplex"	"Musician"	999	5	"Minor"	"High"	"Fifth"	5	6	5	5
"S37"	"male"	"EnergeticAndRhythmic"	"Musician"	669	2	"Minor"	"High"	"Fifth"	3	3	6	5
"S38"	"female"	"ReflectiveAndComplex"	"Non-musician"	167	3	"Minor"	"High"	"Fifth"	4	4	4	4
"S39"	"male"	"ReflectiveAndComplex"	"Musician"	843	2	"Minor"	"High"	"Fifth"	3	5	6	4
"S40"	"male"	"ReflectiveAndComplex"	"Non-musician"	143	4	"Minor"	"High"	"Fifth"	5	6	2	4
"S41"	"male"	"ReflectiveAndComplex"	"Musician"	571	4	"Minor"	"High"	"Fifth"	4	5	4	2
"S42"	"female"	"ReflectiveAndComplex"	"Non-musician"	428	2	"Minor"	"High"	"Fifth"	6	7	4	3
"S43"	"female"	"UpbeatAndConventional"	"Non-musician"	109	3	"Minor"	"High"	"Fifth"	4	6	4	6
"S44"	"female"	"ReflectiveAndComplex"	"Musician"	956	4	"Minor"	"High"	"Fifth"	4	4	7	5
"S45"	"male"	"EnergeticAndRhythmic"	"Musician"	856	2	"Minor"	"High"	"Fifth"	6	3	3	4
"S46"	"female"	"IntenseAndRebellious"	"Non-musician"	66	3	"Minor"	"High"	"Fifth"	6	6	5	3
"S47"	"male"	"EnergeticAndRhythmic"	"Non-musician"	89	4	"Minor"	"High"	"Fifth"	6	6	2	6
"S48"	"male"	"UpbeatAndConventional"	"Non-musician"	104	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S49"	"male"	"ReflectiveAndComplex"	"Musician"	989	4	"Minor"	"High"	"Fifth"	3	3	5	4
"S50"	"male"	"EnergeticAndRhythmic"	"Non-musician"	366	3	"Minor"	"High"	"Fifth"	3	4	6	3
"S51"	"male"	"IntenseAndRebellious"	"Musician"	550	4	"Minor"	"High"	"Fifth"	3	4	7	6
"S52"	"female"	"IntenseAndRebellious"	"Musician"	622	2	"Minor"	"High"	"Fifth"	5	4	5	4
"S53"	"male"	"ReflectiveAndComplex"	"Musician"	995	5	"Minor"	"High"	"Fifth"	7	6	1	4
"S54"	"female"	"ReflectiveAndComplex"	"Musician"	857	5	"Minor"	"High"	"Fifth"	5	5	4	3
"S55"	"female"	"EnergeticAndRhythmic"	"Musician"	983	2	"Minor"	"High"	"Fifth"	3	2	5	5
"S56"	"female"	"IntenseAndRebellious"	"Musician"	882	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S57"	"male"	"ReflectiveAndComplex"	"Musician"	627	3	"Minor"	"High"	"Fifth"	5	4	5	2
"S58"	"male"	"ReflectiveAndComplex"	"Non-musician"	301	3	"Minor"	"High"	"Fifth"	5	6	3	6
"S59"	"female"	"ReflectiveAndComplex"	"Musician"	670	3	"Minor"	"High"	"Fifth"	4	3	7	7
"S60"	"male"	"IntenseAndRebellious"	"Musician"	697	2	"Minor"	"High"	"Fifth"	5	3	2	2
"S61"	"male"	"UpbeatAndConventional"	"Musician"	697	2	"Minor"	"High"	"Fifth"	5	2	6	7
"S62"	"male"	"ReflectiveAndComplex"	"Musician"	864	6	"Minor"	"High"	"Fifth"	6	5	3	6
"S63"	"male"	"IntenseAndRebellious"	"Musician"	860	3	"Minor"	"High"	"Fifth"	4	6	6	4
"S64"	"male"	"ReflectiveAndComplex"	"Musician"	927	3	"Minor"	"High"	"Fifth"	4	4	5	5
"S65"	"female"	"ReflectiveAndComplex"	"Musician"	964	3	"Minor"	"High"	"Fifth"	4	4	5	3
"S66"	"female"	"EnergeticAndRhythmic"	"Non-musician"	145	2	"Minor"	"High"	"Fifth"	5	4	6	4
"S67"	"female"	"ReflectiveAndComplex"	"Non-musician"	182	3	"Minor"	"High"	"Fifth"	2	2	6	2
"S68"	"female"	"ReflectiveAndComplex"	"Musician"	564	2	"Minor"	"High"	"Fifth"	6	3	6	7
"S69"	"female"	"ReflectiveAndComplex"	"Musician"	853	3	"Minor"	"High"	"Fifth"	5	3	3	4
"S70"	"male"	"IntenseAndRebellious"	"Non-musician"	468	3	"Minor"	"High"	"Fifth"	5	5	3	2
"S71"	"male"	"ReflectiveAndComplex"	"Musician"	977	2	"Minor"	"High"	"Fifth"	2	2	6	7
"S72"	"male"	"IntenseAndRebellious"	"Musician"	817	3	"Minor"	"High"	"Fifth"	3	3	5	5
"S73"	"male"	"UpbeatAndConventional"	"Musician"	877	1	"Minor"	"High"	"Fifth"	4	5	5	3
"S74"	"female"	"UpbeatAndConventional"	"Musician"	682	4	"Minor"	"High"	"Fifth"	6	6	5	5
"S75"	"female"	"EnergeticAndRhythmic"	"Musician"	815	3	"Minor"	"High"	"Fifth"	5	3	6	5
"S76"	"male"	"ReflectiveAndComplex"	"Non-musician"	490	5	"Minor"	"High"	"Fifth"	4	4	6	6
"S77"	"female"	"UpbeatAndConventional"	"Non-musician"	273	3	"Minor"	"High"	"Fifth"	5	3	5	7
"S78"	"female"	"ReflectiveAndComplex"	"Musician"	872	6	"Minor"	"High"	"Fifth"	3	3	7	5
"S79"	"female"	"UpbeatAndConventional"	"Non-musician"	89	4	"Minor"	"High"	"Fifth"	5	4	5	6
"S80"	"female"	"UpbeatAndConventional"	"Non-musician"	209	2	"Minor"	"High"	"Fifth"	2	2	5	5
"S81"	"male"	"ReflectiveAndComplex"	"Non-musician"	164	2	"Minor"	"High"	"Fifth"	4	2	4	2
"S82"	"male"	"ReflectiveAndComplex"	"Musician"	999	3	"Minor"	"High"	"Fifth"	5	5	3	3
"S83"	"female"	"IntenseAndRebellious"	"Non-musician"	86	3	"Minor"	"High"	"Fifth"	6	5	3	4
"S84"	"male"	"EnergeticAndRhythmic"	"Non-musician"	100	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S85"	"male"	"ReflectiveAndComplex"	"Musician"	980	2	"Minor"	"High"	"Fifth"	4	4	6	7
"S86"	"male"	"EnergeticAndRhythmic"	"Non-musician"	117	3	"Minor"	"High"	"Fifth"	5	4	5	2
"S87"	"female"	"UpbeatAndConventional"	"Non-musician"	244	4	"Minor"	"High"	"Fifth"	4	5	3	4
"S88"	"female"	"IntenseAndRebellious"	"Non-musician"	314	3	"Minor"	"High"	"Fifth"	3	4	5	5
"S89"	"female"	"ReflectiveAndComplex"	"Musician"	783	2	"Minor"	"High"	"Fifth"	5	4	5	3
"S90"	"female"	"ReflectiveAndComplex"	"Musician"	820	3	"Minor"	"High"	"Fifth"	5	5	5	3
"S91"	"female"	"ReflectiveAndComplex"	"Musician"	836	1	"Minor"	"High"	"Fifth"	6	1	2	5
"S92"	"female"	"IntenseAndRebellious"	"Non-musician"	280	3	"Minor"	"High"	"Fifth"	2	2	6	6
"S93"	"male"	"ReflectiveAndComplex"	"Musician"	537	6	"Minor"	"High"	"Fifth"	7	7	1	7
"S94"	"male"	"UpbeatAndConventional"	"Non-musician"	340	6	"Minor"	"High"	"Fifth"	5	5	6	5
"S95"	"male"	"ReflectiveAndComplex"	"Musician"	989	5	"Minor"	"High"	"Fifth"	6	5	6	5
"S96"	"male"	"ReflectiveAndComplex"	"Musician"	956	4	"Minor"	"High"	"Fifth"	3	3	6	3
"S97"	"male"	"ReflectiveAndComplex"	"Non-musician"	387	2	"Minor"	"High"	"Fifth"	6	6	3	6
"S98"	"male"	"ReflectiveAndComplex"	"Musician"	738	4	"Minor"	"High"	"Fifth"	5	6	5	6
"S99"	"female"	"ReflectiveAndComplex"	"Musician"	559	5	"Minor"	"High"	"Fifth"	7	4	3	4
"S100"	"female"	"ReflectiveAndComplex"	"Musician"	994	5	"Minor"	"High"	"Fifth"	5	4	7	3
"S101"	"female"	"UpbeatAndConventional"	"Non-musician"	210	3	"Minor"	"High"	"Fifth"	2	3	7	7
"S102"	"female"	"UpbeatAndConventional"	"Musician"	996	5	"Minor"	"High"	"Fifth"	3	6	5	4
"S103"	"male"	"ReflectiveAndComplex"	"Musician"	797	4	"Minor"	"High"	"Fifth"	4	5	5	5
"S104"	"female"	"ReflectiveAndComplex"	"Musician"	996	6	"Minor"	"High"	"Fifth"	3	3	6	6
"S105"	"female"	"ReflectiveAndComplex"	"Musician"	612	2	"Minor"	"High"	"Fifth"	5	3	4	4
"S106"	"male"	"UpbeatAndConventional"	"Non-musician"	100	5	"Minor"	"High"	"Fifth"	6	6	4	6
"S107"	"male"	"ReflectiveAndComplex"	"Non-musician"	158	3	"Minor"	"High"	"Fifth"	2	3	7	2
"S108"	"male"	"IntenseAndRebellious"	"Non-musician"	128	2	"Minor"	"High"	"Fifth"	5	5	3	5
"S109"	"male"	"ReflectiveAndComplex"	"Musician"	997	3	"Minor"	"High"	"Fifth"	4	4	5	5
"S110"	"male"	"ReflectiveAndComplex"	"Musician"	967	3	"Minor"	"High"	"Fifth"	3	4	7	7
"S111"	"female"	"ReflectiveAndComplex"	"Musician"	514	4	"Minor"	"High"	"Fifth"	5	4	4	4
"S112"	"female"	"IntenseAndRebellious"	"Non-musician"	32	1	"Minor"	"High"	"Fifth"	7	5	2	1
"S113"	"female"	"ReflectiveAndComplex"	"Musician"	954	4	"Minor"	"High"	"Fifth"	5	5	4	5
"S114"	"female"	"ReflectiveAndComplex"	"Non-musician"	472	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S115"	"female"	"ReflectiveAndComplex"	"Musician"	846	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S116"	"male"	"ReflectiveAndComplex"	"Non-musician"	405	2	"Minor"	"High"	"Fifth"	1	2	5	3
"S117"	"female"	"ReflectiveAndComplex"	"Musician"	516	3	"Minor"	"High"	"Fifth"	3	3	4	3
"S118"	"female"	"ReflectiveAndComplex"	"Non-musician"	387	4	"Minor"	"High"	"Fifth"	5	5	4	3
"S119"	"female"	"ReflectiveAndComplex"	"Musician"	985	3	"Minor"	"High"	"Fifth"	3	3	7	2
"S120"	"female"	"ReflectiveAndComplex"	"Musician"	933	4	"Minor"	"High"	"Fifth"	3	3	5	3
"S121"	"female"	"IntenseAndRebellious"	"Non-musician"	119	3	"Minor"	"High"	"Fifth"	5	5	4	4
"S122"	"male"	"ReflectiveAndComplex"	"Musician"	913	2	"Minor"	"High"	"Fifth"	5	4	2	4
"S123"	"female"	"UpbeatAndConventional"	"Non-musician"	118	3	"Minor"	"High"	"Fifth"	3	3	4	5
"S124"	"male"	"ReflectiveAndComplex"	"Non-musician"	100	5	"Minor"	"High"	"Fifth"	5	6	4	5
"S125"	"male"	"IntenseAndRebellious"	"Non-musician"	351	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S126"	"male"	"ReflectiveAndComplex"	"Musician"	944	4	"Minor"	"High"	"Fifth"	6	2	3	2
"S127"	"male"	"EnergeticAndRhythmic"	"Non-musician"	55	4	"Minor"	"High"	"Fifth"	7	6	2	6
"S128"	"female"	"UpbeatAndConventional"	"Non-musician"	111	3	"Minor"	"High"	"Fifth"	6	6	4	5
"S129"	"male"	"EnergeticAndRhythmic"	"Musician"	910	3	"Minor"	"High"	"Fifth"	1	2	6	4
"S130"	"male"	"ReflectiveAndComplex"	"Musician"	949	5	"Minor"	"High"	"Fifth"	4	3	4	4
"S131"	"female"	"UpbeatAndConventional"	"Musician"	990	2	"Minor"	"High"	"Fifth"	4	5	5	2
"S132"	"male"	"ReflectiveAndComplex"	"Non-musician"	263	4	"Minor"	"High"	"Fifth"	7	5	1	5
"S133"	"female"	"UpbeatAndConventional"	"Musician"	746	7	"Minor"	"High"	"Fifth"	3	5	5	4
"S134"	"female"	"IntenseAndRebellious"	"Non-musician"	202	2	"Minor"	"High"	"Fifth"	5	1	3	3
"S135"	"male"	"ReflectiveAndComplex"	"Musician"	694	3	"Minor"	"High"	"Fifth"	5	3	3	3
"S136"	"male"	"IntenseAndRebellious"	"Musician"	987	3	"Minor"	"High"	"Fifth"	4	4	4	5
"S137"	"female"	"UpbeatAndConventional"	"Non-musician"	39	3	"Minor"	"High"	"Fifth"	5	4	5	3
"S138"	"female"	"IntenseAndRebellious"	"Non-musician"	107	2	"Minor"	"High"	"Fifth"	6	4	3	2
"S139"	"male"	"ReflectiveAndComplex"	"Musician"	954	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S140"	"male"	"IntenseAndRebellious"	"Musician"	968	2	"Minor"	"High"	"Fifth"	4	4	6	5
"S141"	"male"	"ReflectiveAndComplex"	"Non-musician"	251	5	"Minor"	"High"	"Fifth"	5	3	3	4
"S142"	"female"	"IntenseAndRebellious"	"Musician"	987	2	"Minor"	"High"	"Fifth"	6	6	2	2
"S143"	"female"	"ReflectiveAndComplex"	"Musician"	647	3	"Minor"	"High"	"Fifth"	6	5	5	3
"S144"	"male"	"IntenseAndRebellious"	"Non-musician"	456	2	"Minor"	"High"	"Fifth"	5	6	2	4
"S145"	"female"	"EnergeticAndRhythmic"	"Non-musician"	99	5	"Minor"	"High"	"Fifth"	6	6	5	4
"S146"	"female"	"UpbeatAndConventional"	"Non-musician"	227	1	"Minor"	"High"	"Fifth"	1	4	5	6
"S147"	"female"	"ReflectiveAndComplex"	"Non-musician"	74	2	"Minor"	"High"	"Fifth"	6	5	5	5
"S148"	"female"	"UpbeatAndConventional"	"Non-musician"	99	5	"Minor"	"High"	"Fifth"	4	4	4	5
"S149"	"female"	"UpbeatAndConventional"	"Musician"	986	4	"Minor"	"High"	"Fifth"	5	1	7	5
"S150"	"female"	"UpbeatAndConventional"	"Non-musician"	85	3	"Minor"	"High"	"Fifth"	5	2	3	2
"S151"	"male"	"IntenseAndRebellious"	"Musician"	583	2	"Minor"	"High"	"Fifth"	6	6	7	6
"S152"	"female"	"ReflectiveAndComplex"	"Non-musician"	258	2	"Minor"	"High"	"Fifth"	4	4	5	4
"S153"	"female"	"ReflectiveAndComplex"	"Non-musician"	282	3	"Minor"	"High"	"Fifth"	2	2	6	5
"S154"	"male"	"ReflectiveAndComplex"	"Musician"	894	6	"Minor"	"High"	"Fifth"	1	3	5	5
"S155"	"female"	"IntenseAndRebellious"	"Non-musician"	90	4	"Minor"	"High"	"Fifth"	4	3	5	5
"S156"	"female"	"ReflectiveAndComplex"	"Non-musician"	296	3	"Minor"	"High"	"Fifth"	5	2	4	3
"S157"	"female"	"IntenseAndRebellious"	"Musician"	618	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S158"	"male"	"ReflectiveAndComplex"	"Musician"	848	4	"Minor"	"High"	"Fifth"	6	6	5	6
"S159"	"male"	"ReflectiveAndComplex"	"Musician"	928	3	"Minor"	"High"	"Fifth"	5	4	3	4
"S160"	"female"	"ReflectiveAndComplex"	"Musician"	589	6	"Minor"	"High"	"Fifth"	7	7	6	6
"S161"	"male"	"ReflectiveAndComplex"	"Musician"	972	6	"Minor"	"High"	"Fifth"	4	6	5	5
"S162"	"female"	"ReflectiveAndComplex"	"Non-musician"	157	1	"Minor"	"High"	"Fifth"	7	2	1	2
"S163"	"female"	"EnergeticAndRhythmic"	"Non-musician"	142	3	"Minor"	"High"	"Fifth"	7	7	5	6
"S164"	"female"	"ReflectiveAndComplex"	"Non-musician"	396	4	"Minor"	"High"	"Fifth"	5	4	5	4
"S165"	"male"	"EnergeticAndRhythmic"	"Non-musician"	395	2	"Minor"	"High"	"Fifth"	5	4	4	3
"S166"	"female"	"IntenseAndRebellious"	"Non-musician"	309	3	"Minor"	"High"	"Fifth"	6	4	2	4
"S167"	"female"	"ReflectiveAndComplex"	"Non-musician"	130	5	"Minor"	"High"	"Fifth"	5	4	3	5
"S168"	"male"	"ReflectiveAndComplex"	"Non-musician"	356	4	"Minor"	"High"	"Fifth"	5	6	3	7
"S169"	"male"	"ReflectiveAndComplex"	"Non-musician"	311	4	"Minor"	"High"	"Fifth"	5	3	6	6
"S170"	"female"	"UpbeatAndConventional"	"Musician"	509	3	"Minor"	"High"	"Fifth"	3	4	6	4
"S171"	"male"	"IntenseAndRebellious"	"Musician"	913	3	"Minor"	"High"	"Fifth"	5	5	6	6
"S172"	"male"	"ReflectiveAndComplex"	"Non-musician"	88	2	"Minor"	"High"	"Fifth"	4	6	1	5
"S173"	"female"	"ReflectiveAndComplex"	"Non-musician"	66	3	"Minor"	"High"	"Fifth"	5	3	3	3
"S174"	"male"	"EnergeticAndRhythmic"	"Musician"	791	3	"Minor"	"High"	"Fifth"	4	4	5	5
"S175"	"male"	"ReflectiveAndComplex"	"Musician"	959	6	"Minor"	"High"	"Fifth"	5	7	5	6
"S176"	"female"	"ReflectiveAndComplex"	"Musician"	903	4	"Minor"	"High"	"Fifth"	4	2	5	4
"S177"	"male"	"ReflectiveAndComplex"	"Non-musician"	460	5	"Minor"	"High"	"Fifth"	3	5	2	5
"S178"	"male"	"ReflectiveAndComplex"	"Musician"	652	3	"Minor"	"High"	"Fifth"	1	4	6	4
"S179"	"female"	"ReflectiveAndComplex"	"Musician"	759	7	"Minor"	"High"	"Fifth"	4	1	3	4
"S180"	"male"	"ReflectiveAndComplex"	"Musician"	958	2	"Minor"	"High"	"Fifth"	2	2	7	6
"S181"	"male"	"ReflectiveAndComplex"	"Musician"	732	1	"Minor"	"High"	"Fifth"	2	7	6	6
"S182"	"male"	"ReflectiveAndComplex"	"Musician"	698	4	"Minor"	"High"	"Fifth"	1	2	5	1
"S183"	"female"	"ReflectiveAndComplex"	"Musician"	995	2	"Minor"	"High"	"Fifth"	5	3	5	4
"S184"	"female"	"ReflectiveAndComplex"	"Musician"	584	2	"Minor"	"High"	"Fifth"	6	3	6	4
"S185"	"female"	"UpbeatAndConventional"	"Musician"	908	5	"Minor"	"High"	"Fifth"	4	4	4	5
"S186"	"male"	"ReflectiveAndComplex"	"Musician"	769	2	"Minor"	"High"	"Fifth"	5	6	5	2
"S187"	"female"	"ReflectiveAndComplex"	"Musician"	732	3	"Minor"	"High"	"Fifth"	7	6	3	5
"S188"	"female"	"UpbeatAndConventional"	"Non-musician"	131	4	"Minor"	"High"	"Fifth"	5	3	2	2
"S189"	"male"	"ReflectiveAndComplex"	"Musician"	967	6	"Minor"	"High"	"Fifth"	5	5	4	5
"S190"	"female"	"IntenseAndRebellious"	"Musician"	643	4	"Minor"	"High"	"Fifth"	7	7	7	7
"S191"	"female"	"UpbeatAndConventional"	"Non-musician"	175	2	"Minor"	"High"	"Fifth"	3	6	3	7
"S192"	"female"	"ReflectiveAndComplex"	"Musician"	920	7	"Minor"	"High"	"Fifth"	7	5	4	4
"S193"	"male"	"ReflectiveAndComplex"	"Non-musician"	285	2	"Minor"	"High"	"Fifth"	5	5	6	6
"S194"	"male"	"UpbeatAndConventional"	"Musician"	992	6	"Minor"	"High"	"Fifth"	2	5	2	5
"S195"	"male"	"ReflectiveAndComplex"	"Musician"	983	5	"Minor"	"High"	"Fifth"	5	5	5	3
"S196"	"female"	"ReflectiveAndComplex"	"Non-musician"	100	6	"Minor"	"High"	"Fifth"	2	7	7	7
"S197"	"female"	"IntenseAndRebellious"	"Non-musician"	136	2	"Minor"	"High"	"Fifth"	5	2	3	7
"S198"	"male"	"ReflectiveAndComplex"	"Musician"	883	2	"Minor"	"High"	"Fifth"	1	1	7	7
"S199"	"male"	"ReflectiveAndComplex"	"Musician"	537	3	"Minor"	"High"	"Fifth"	3	2	5	2
"S200"	"male"	"IntenseAndRebellious"	"Non-musician"	254	3	"Minor"	"High"	"Fifth"	6	6	2	3
"S201"	"male"	"IntenseAndRebellious"	"Musician"	868	5	"Minor"	"High"	"Fifth"	5	2	6	7
"S202"	"male"	"EnergeticAndRhythmic"	"Musician"	726	2	"Minor"	"High"	"Fifth"	4	2	5	4
"S203"	"male"	"EnergeticAndRhythmic"	"Non-musician"	180	2	"Minor"	"High"	"Fifth"	4	3	3	2
"S204"	"female"	"ReflectiveAndComplex"	"Musician"	893	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S205"	"female"	"UpbeatAndConventional"	"Musician"	990	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S206"	"male"	"IntenseAndRebellious"	"Non-musician"	137	3	"Minor"	"High"	"Fifth"	4	4	4	4
"S207"	"female"	"IntenseAndRebellious"	"Non-musician"	263	6	"Minor"	"High"	"Fifth"	5	5	5	4
"S208"	"male"	"ReflectiveAndComplex"	"Non-musician"	353	3	"Minor"	"High"	"Fifth"	6	3	2	4
"S209"	"male"	"IntenseAndRebellious"	"Musician"	703	5	"Minor"	"High"	"Fifth"	5	3	3	4
"S210"	"male"	"ReflectiveAndComplex"	"Non-musician"	404	4	"Minor"	"High"	"Fifth"	5	4	3	3
"S211"	"female"	"UpbeatAndConventional"	"Non-musician"	99	1	"Minor"	"High"	"Fifth"	5	5	5	6
"S212"	"male"	"ReflectiveAndComplex"	"Non-musician"	444	2	"Minor"	"High"	"Fifth"	4	3	4	5
"S213"	"female"	"ReflectiveAndComplex"	"Non-musician"	378	3	"Minor"	"High"	"Fifth"	5	5	3	5
"S214"	"female"	"UpbeatAndConventional"	"Non-musician"	100	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S215"	"male"	"UpbeatAndConventional"	"Non-musician"	100	2	"Minor"	"High"	"Fifth"	5	4	2	5
"S216"	"male"	"ReflectiveAndComplex"	"Non-musician"	403	2	"Minor"	"High"	"Fifth"	4	4	5	4
"S217"	"male"	"IntenseAndRebellious"	"Non-musician"	309	6	"Minor"	"High"	"Fifth"	4	5	6	5
"S218"	"male"	"IntenseAndRebellious"	"Non-musician"	175	7	"Minor"	"High"	"Fifth"	1	1	7	6
"S219"	"female"	"EnergeticAndRhythmic"	"Musician"	989	2	"Minor"	"High"	"Fifth"	4	3	3	3
"S220"	"male"	"IntenseAndRebellious"	"Non-musician"	81	2	"Minor"	"High"	"Fifth"	6	5	3	7
"S221"	"male"	"IntenseAndRebellious"	"Non-musician"	470	2	"Minor"	"High"	"Fifth"	5	5	6	5
"S222"	"female"	"IntenseAndRebellious"	"Musician"	899	3	"Minor"	"High"	"Fifth"	3	2	5	3
"S223"	"female"	"ReflectiveAndComplex"	"Non-musician"	68	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S224"	"male"	"ReflectiveAndComplex"	"Non-musician"	31	3	"Minor"	"High"	"Fifth"	6	5	3	5
"S225"	"female"	"IntenseAndRebellious"	"Musician"	546	1	"Minor"	"High"	"Fifth"	5	3	2	2
"S226"	"female"	"UpbeatAndConventional"	"Non-musician"	54	3	"Minor"	"High"	"Fifth"	5	3	4	6
"S227"	"male"	"IntenseAndRebellious"	"Musician"	734	1	"Minor"	"High"	"Fifth"	6	7	1	1
"S228"	"female"	"IntenseAndRebellious"	"Non-musician"	221	2	"Minor"	"High"	"Fifth"	4	2	5	5
"S229"	"male"	"IntenseAndRebellious"	"Musician"	848	4	"Minor"	"High"	"Fifth"	5	3	4	4
"S230"	"female"	"ReflectiveAndComplex"	"Non-musician"	202	3	"Minor"	"High"	"Fifth"	4	4	5	6
"S231"	"female"	"UpbeatAndConventional"	"Non-musician"	116	5	"Minor"	"High"	"Fifth"	6	5	5	6
"S232"	"female"	"IntenseAndRebellious"	"Musician"	929	4	"Minor"	"High"	"Fifth"	4	4	7	6
"S233"	"female"	"UpbeatAndConventional"	"Non-musician"	246	2	"Minor"	"High"	"Fifth"	5	5	3	2
"S234"	"male"	"ReflectiveAndComplex"	"Non-musician"	245	5	"Minor"	"High"	"Fifth"	3	3	3	4
"S235"	"male"	"IntenseAndRebellious"	"Musician"	978	3	"Minor"	"High"	"Fifth"	3	2	5	4
"S236"	"male"	"ReflectiveAndComplex"	"Musician"	972	5	"Minor"	"High"	"Fifth"	4	4	5	5
"S237"	"male"	"ReflectiveAndComplex"	"Musician"	975	2	"Minor"	"High"	"Fifth"	4	4	5	4
"S238"	"male"	"ReflectiveAndComplex"	"Musician"	904	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S239"	"female"	"ReflectiveAndComplex"	"Non-musician"	351	7	"Minor"	"High"	"Fifth"	4	4	7	4
"S240"	"female"	"IntenseAndRebellious"	"Non-musician"	135	2	"Minor"	"High"	"Fifth"	5	5	3	7
"S241"	"female"	"UpbeatAndConventional"	"Musician"	960	2	"Minor"	"High"	"Fifth"	4	3	3	6
"S242"	"female"	"ReflectiveAndComplex"	"Musician"	509	3	"Minor"	"High"	"Fifth"	4	4	5	4
"S243"	"female"	"UpbeatAndConventional"	"Non-musician"	81	2	"Minor"	"High"	"Fifth"	7	7	2	2
"S244"	"female"	"UpbeatAndConventional"	"Non-musician"	293	4	"Minor"	"High"	"Fifth"	3	3	6	4
